Player,Nation,Pos,Squad,Comp,CrdY/90,CrdR/90,G/90,A/90,PKatt,xA/90,(G-xG)/90,Sh/90,PassAtt/90,Prog/90,Cmp%,ShortAtt/90,LongAtt/90,(A-xA)/90,(1/3)/90,PPA/90,CrsPA/90,DeadAtt/90,(PassAtt:FK)/90,(PassAtt:CK)/90,(PassAtt:TI)/90,TB/90,UndPress/90,Sw/90,Crs/90,GroundAtt%,LowAtt%,HighAtt%,LeftAtt%,RightAtt%,HeadAtt%,OtherAtt%,Off%,Out%,OppInt%,OppBlk%,(SCA:Drib)/90,(SCA:Sh)/90,(SCA:Fld)/90,(SCA:Def)/90,GCA/90,(GCA:Dead)/90,(GCA:Drib)/90,(GCA:Sh)/90,(GCA:Fld)/90,(GCA:Def)/90,Tkl/90,(Tkl:Def)/90,(Tkl:Mid)/90,(Tkl:Att)/90,DriTkl/90,DriTklW/90,Press/90,SuccPress/90,(Press:Def)/90,(Press:Att)/90,Blk/90,Blk:Sh/90,Blk:ShoT/90,Int/90,Clr/90,TchDef:Pen%,Tch:Mid%,Tch:Att%,Tch:Live%,Dri/90,DriW%,CarrAvgDist,PCarrDist%,PCarries/90,(1/3 Carr)/90,CPA/90,Mis/90,Dis/90,Targ/90,Rec%,Rec:Prog%,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
Nathan Redmond,ENG,"MF,FW",Southampton,Premier League,0.05,0.0,0.1,0.16,0,0.17,-0.07,2.33,38.5,3.83,75.9,17.51,3.94,-0.02,1.81,1.61,0.26,2.28,0.05,0.05,1.61,0.16,8.45,0.47,1.76,71.9,15.1,13.1,6.2,84.5,2.8,1.1,0.4,0.9,5.1,3.8,0.52,0.16,0.21,0.1,0.21,0.0,0.0,0.0,0.0,0.0,1.66,0.73,0.67,0.26,1.04,0.41,19.59,5.49,4.97,6.48,1.5,0.1,0.0,0.93,0.57,18.2,45.3,43.1,88.3,4.35,52.4,5.65,51.2,6.01,2.18,1.04,1.61,1.55,51.61,72.8,17.7,4.691510341783789,1.2138728646373564,-0.9243748020325554,1.2564925869986516,-1.9910303875497732,0.3055853590315845,-1.2892286052477688,-1.0795707389937086,0.31156379802710976,-0.589268668826777,-1.1397113277757083,-0.6035975067221586,0.8942909110573303,-0.6164588531821279,-0.23445001037281984,0.45030040787253983,-0.5552226737623026,0.7958288646598688
Harrison Reed,ENG,MF,Fulham,Premier League,0.2,0.0,0.0,0.08,0,0.06,-0.01,0.52,58.4,3.88,86.4,20.24,9.12,0.02,3.44,0.72,0.16,3.48,2.4,0.48,0.44,0.0,7.08,1.36,0.52,74.4,10.8,14.8,10.8,81.4,5.3,0.3,0.1,1.1,1.5,1.6,0.0,0.08,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.0,2.72,1.16,1.44,0.12,3.36,1.0,21.0,6.4,9.28,1.88,1.88,0.48,0.0,2.08,2.32,3.1,55.9,18.2,90.8,0.84,71.4,4.52,45.5,2.64,0.92,0.04,0.52,0.48,45.16,93.1,2.4,-4.433135274784805,1.7473160916180812,-1.090926921198251,3.517447658327462,0.6003204836574347,0.14586585652397457,-0.4321035935495135,0.998579338916595,1.2195684690609725,0.6130486701418589,0.30852748468241664,-0.743141123885164,1.167551354539377,1.0291822564612068,0.5664457175846331,0.05233041971843731,-0.15705599229849437,0.1879126864575322
Sergio Reguilón,ESP,DF,Tottenham,Premier League,0.2,0.0,0.0,0.12,0,0.07,-0.06,0.84,55.94,3.29,77.2,23.73,6.91,0.05,2.41,1.08,0.64,8.35,0.8,0.04,7.51,0.0,5.74,1.08,2.37,63.2,17.2,19.5,77.2,5.8,2.4,0.1,0.3,1.1,3.2,3.4,0.08,0.2,0.2,0.0,0.32,0.0,0.0,0.0,0.04,0.0,2.05,1.24,0.52,0.28,1.73,0.72,15.58,4.5,7.11,2.81,2.13,0.28,0.0,1.41,2.57,10.9,43.7,28.3,83.0,2.05,52.9,4.33,57.8,4.54,1.41,0.32,0.72,1.24,46.18,90.2,7.5,-0.3330969416520591,2.228479060629433,3.119731822024762,-0.16889411039632796,-1.9715197911164286,-1.106184503085439,1.8510274480544455,0.9393972357392028,0.5624543621917738,-0.5322446965418253,1.1046881580326995,0.5801565864624468,0.9419084579475476,-0.10262705576369441,0.10945460600195855,0.3901155813640536,-0.3085199152083609,-0.4509261234180909
Bobby Reid,JAM,"MF,DF",Fulham,Premier League,0.27,0.0,0.19,0.08,0,0.05,0.01,1.29,31.29,2.27,74.1,13.64,4.55,0.02,1.44,1.06,0.23,2.05,0.19,0.11,1.14,0.08,4.73,0.83,1.33,64.8,17.4,17.8,8.8,82.6,2.5,0.4,0.4,1.8,3.1,3.9,0.08,0.08,0.11,0.08,0.19,0.0,0.0,0.0,0.04,0.0,1.21,0.57,0.38,0.27,1.25,0.38,15.57,4.02,4.62,4.92,1.4,0.23,0.0,0.64,1.55,20.1,43.7,38.3,89.2,1.93,54.9,4.77,50.5,3.67,1.21,0.64,2.01,1.33,38.18,75.3,16.1,2.1199312796009537,-1.9819361428015423,0.6175598264604196,0.6018295298888217,-0.8731028308165495,0.1049582097342546,-1.221691108064742,-0.36992311595851973,0.8056783137273098,0.20666748031479334,-0.13997116143949773,0.24763975466618324,-0.6026243007842834,-0.47563513515338546,-0.8544981790899038,0.1867576419609623,-0.37743442874838057,-0.4475770660978513
Jeff Reine-Adélaïde,FRA,"MF,FW",Nice,Ligue 1,0.08,0.0,0.09,0.17,0,0.2,-0.02,1.28,50.25,4.24,83.8,20.34,7.2,-0.03,4.15,1.1,0.17,2.54,1.02,0.76,0.42,0.34,6.86,1.53,0.85,80.8,7.8,11.5,10.1,86.5,0.8,0.8,0.2,1.9,2.0,2.4,0.42,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.08,0.0,0.76,0.17,0.25,0.34,1.44,0.34,10.42,2.46,2.03,2.97,1.02,0.17,0.0,0.68,0.51,11.1,56.3,30.6,87.5,5.08,71.7,4.99,48.8,6.19,2.29,0.42,2.37,3.56,60.76,84.2,11.1,2.964215191654748,1.7677725964248172,-3.5747624102302864,-1.7848287325575631,-0.9288744872470964,-0.6809842797953908,-1.534227554524692,-2.28897651793898,0.22775279680046254,-0.37665036940776403,0.8088213391629392,0.24411353985766257,-0.6170625034744619,-1.7294774006914162,2.225251810106859,-0.0036340650156820265,-0.5875904023108885,0.31806386560387717
Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,0.04,0.0,0.32,0.24,2,0.32,-0.08,2.13,45.26,3.99,79.8,23.28,5.26,-0.08,2.37,1.7,0.24,3.2,1.42,0.67,0.43,0.24,7.55,0.95,2.21,77.5,11.1,11.4,21.6,73.4,2.0,1.0,0.3,0.9,3.3,4.5,0.24,0.24,0.4,0.08,0.47,0.08,0.0,0.04,0.08,0.04,1.62,0.51,0.67,0.43,1.19,0.32,18.81,6.32,3.68,6.4,1.26,0.08,0.0,0.4,0.59,21.8,39.2,50.9,88.9,2.96,54.7,5.22,45.4,5.22,1.86,0.75,1.66,1.11,57.67,73.8,20.0,5.758993916034349,2.2386091694684436,-2.2895857179507786,-0.012340074938765296,0.30562907178074417,0.4304830377035107,-0.24571058280790037,0.6243523567327451,0.714520643367318,0.5559387430910568,-1.1550361004040113,2.755285136320546,1.9202907689290862,-0.9540815232695735,0.0710752254482227,1.3069637243464791,-0.6304316401541931,-0.6608666247653225
Elvis Rexhbeçaj,GER,"MF,FW",Köln,Bundesliga,0.2,0.0,0.25,0.1,0,0.11,0.14,1.37,31.67,2.45,64.9,11.37,7.94,-0.01,2.16,0.69,0.2,3.38,1.08,1.57,0.34,0.1,5.88,1.03,1.37,61.5,12.7,25.9,72.9,20.3,3.9,1.1,0.8,0.9,5.3,5.9,0.05,0.15,0.2,0.05,0.2,0.0,0.0,0.05,0.0,0.05,2.55,0.83,1.42,0.29,2.06,0.59,21.08,6.76,5.39,5.44,2.5,0.39,0.0,1.08,0.88,8.2,47.3,32.2,88.0,1.47,43.3,4.61,47.1,2.94,1.18,0.29,1.96,1.62,36.23,72.4,15.0,2.3266448114702984,0.12707848624907958,2.0346518180852757,3.3891105166857196,1.5586182040513328,1.2039043156787501,2.4945692920639146,0.3904312390255547,0.6114729735797988,1.7627941154785112,-1.0371779610724374,0.33483242104714384,-0.5376678609058548,-0.34358175565091204,-1.522444784863935,1.4924981114396476,0.7019364038383042,0.4358695466127737
Gio Reyna,USA,"FW,MF",Dortmund,Bundesliga,0.05,0.0,0.18,0.23,0,0.2,-0.02,1.73,44.05,2.64,79.3,23.05,4.45,0.03,2.09,1.41,0.09,2.95,0.41,1.5,0.95,0.23,7.5,0.95,1.5,78.6,10.8,10.5,10.3,81.3,3.8,0.6,0.4,1.5,2.8,3.5,0.32,0.09,0.45,0.0,0.46,0.05,0.05,0.05,0.05,0.0,1.36,0.41,0.59,0.36,1.41,0.41,16.41,5.23,3.05,5.59,1.32,0.05,0.0,0.68,0.5,19.0,43.9,46.4,88.5,4.0,55.7,5.28,57.2,7.91,2.23,1.95,1.86,2.73,55.18,80.6,18.3,5.7050445688286695,2.114986033618128,-2.2822091906853355,-0.6744703451431353,-1.8065731795479778,1.3235944328631088,-1.1350316296954903,-0.3415197124134931,0.8536489984478429,-0.5564923152471717,1.0202804982059737,-0.20867664120261142,0.8212111296722387,-1.112134556010401,1.180325123432507,0.06775120842977345,0.20287857510580173,-0.16597073158399042
Franck Ribéry,FRA,FW,Fiorentina,Serie A,0.25,0.04,0.08,0.25,0,0.19,-0.04,0.88,37.41,3.85,86.4,17.57,4.31,0.06,3.22,1.46,0.08,0.96,0.29,0.0,0.38,0.17,7.53,1.26,1.05,82.0,11.4,6.6,12.3,83.6,1.9,0.7,0.3,0.8,2.3,2.6,0.42,0.04,0.33,0.04,0.54,0.0,0.08,0.0,0.04,0.0,1.05,0.17,0.38,0.5,1.42,0.38,19.87,4.85,4.18,6.95,0.54,0.08,0.0,0.33,0.0,16.9,48.8,44.5,89.1,4.1,63.3,5.53,52.9,7.91,2.59,1.55,2.13,4.35,50.63,82.0,13.1,5.312974437112493,2.0752257136443437,-3.7916500771917714,0.20207212431801472,-2.529402725008161,1.0806135023047714,-1.3246828172863536,-1.236678314431356,0.903010641779333,-1.3861187871609104,2.197371150191045,-0.004572767755808217,-1.0146104551787734,-1.5769463438857956,0.27644850844455937,-1.1621305432328275,-0.5991821487861928,1.0038057979770174
Matteo Ricci,ITA,MF,Spezia,Serie A,0.2,0.0,0.0,0.08,0,0.06,-0.04,0.85,67.14,6.98,85.2,17.34,18.51,0.02,6.81,0.97,0.0,4.84,4.27,0.52,0.04,0.08,8.27,3.02,0.4,68.1,11.5,20.4,9.8,86.1,2.8,0.2,0.4,1.4,2.8,1.1,0.0,0.04,0.04,0.04,0.12,0.0,0.0,0.0,0.0,0.0,1.77,0.56,1.09,0.12,2.06,0.56,13.1,4.11,4.15,1.81,1.53,0.16,0.0,1.21,0.77,4.2,63.2,17.1,89.6,0.6,60.0,4.14,46.8,3.47,1.09,0.08,0.32,0.48,54.35,95.9,2.2,-3.7783503188980077,2.6935796284573685,-2.310078447241265,-0.11478135861371347,3.7041446553815622,-1.8980924199418374,-1.2176044734882265,-0.961576840818962,0.004955187131871994,0.016292099232217153,0.09540997809158701,-0.23576555595941626,-0.514526914275278,0.43808427348908424,0.39491494124529036,0.5076964027135714,0.12177284669401126,0.424197258383588
Declan Rice,ENG,MF,West Ham,Premier League,0.06,0.0,0.06,0.03,2,0.06,-0.03,0.75,47.06,2.94,86.2,18.12,8.16,-0.03,3.53,0.66,0.28,0.69,0.59,0.0,0.06,0.12,6.94,1.81,0.91,78.2,8.9,12.9,13.5,79.8,4.2,0.0,0.2,1.3,1.5,1.3,0.09,0.06,0.03,0.03,0.09,0.0,0.0,0.03,0.0,0.0,2.41,1.41,0.97,0.03,1.72,0.75,15.47,4.66,6.62,1.16,1.69,0.41,0.0,2.12,1.44,12.2,57.4,16.7,90.6,1.16,89.2,6.87,52.5,5.16,1.84,0.22,0.75,0.66,39.72,93.3,3.0,-3.17817558590501,0.8755040485500227,-1.882704109678252,0.8668032748049005,-1.1081996537142127,1.041464044648824,-0.48949331746236663,-0.6930186725452961,-0.06399648917866742,0.29246734154729176,-0.546076289760371,-1.3432806349647108,0.27134339833240617,1.5160506174764976,0.7113367133679548,1.6258076331934808,-0.5950221226656007,-0.12386710898808415
Chris Richards,USA,DF,Hoffenheim,Bundesliga,0.1,0.0,0.0,0.1,0,0.03,-0.02,0.29,64.19,3.43,87.8,17.05,11.81,0.07,3.24,0.29,0.0,1.52,1.24,0.0,0.29,0.1,8.38,1.43,0.0,80.4,7.1,12.5,33.8,58.9,4.9,0.4,0.0,2.1,1.3,1.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.29,1.43,0.76,0.1,1.24,0.67,12.76,5.33,6.38,1.05,1.81,0.48,0.0,1.24,6.86,24.0,45.4,2.9,91.7,0.38,75.0,6.31,40.6,1.9,0.1,0.0,0.38,0.38,52.67,97.8,0.2,-5.156971906606287,-0.8216819278396975,-2.1554061977252537,0.394147438961394,0.1904822651621645,0.6197471664328044,1.001552370079304,0.9297096354873814,1.0386554997293773,-1.1649571826402274,-0.9031520407417656,-0.32554870684625176,0.05430019465701788,0.17663039369896305,0.601379356946211,-0.47823092227741637,-0.07296688216815378,-0.7882289971130602
Richarlison,BRA,FW,Everton,Premier League,0.13,0.03,0.22,0.09,1,0.1,-0.14,2.58,24.28,1.32,69.2,11.79,1.95,-0.01,0.75,0.44,0.03,0.57,0.13,0.03,0.0,0.13,6.57,0.19,0.72,76.7,13.5,9.8,19.6,73.4,3.6,0.5,0.3,1.7,5.3,8.5,0.28,0.16,0.44,0.03,0.28,0.0,0.06,0.03,0.03,0.0,1.54,0.85,0.57,0.13,1.32,0.41,18.05,4.5,4.09,6.42,1.04,0.09,0.0,0.63,1.19,26.4,41.3,43.8,88.5,3.49,55.9,6.53,60.7,5.31,2.14,1.26,1.86,2.11,44.31,60.5,27.3,5.877836208835639,-1.873111936677736,-0.5903318935475991,1.011737627951337,-2.90813154575711,2.191199952348488,-0.6701306660486559,-1.6913890108134313,-0.7057584489679994,-0.4471370154533023,1.4571859511277925,0.03968665041374419,0.7608893528959438,0.23343975754203147,-0.044870028633708654,0.9179439386811966,0.03327625741511231,0.4680235829160373
Marco Richter,GER,"FW,MF",Augsburg,Bundesliga,0.25,0.06,0.19,0.06,0,0.1,-0.12,3.5,30.38,2.48,59.7,9.87,7.77,-0.04,1.97,0.76,0.32,2.99,0.83,1.02,0.51,0.13,6.82,1.46,2.36,56.4,17.0,26.6,27.7,63.7,3.4,0.6,1.5,3.8,6.3,8.2,0.64,0.13,0.25,0.06,0.38,0.0,0.0,0.06,0.06,0.06,1.21,0.13,0.57,0.51,0.89,0.32,16.24,3.5,3.25,4.9,0.83,0.0,0.0,0.57,0.64,18.1,45.4,41.2,86.4,5.03,57.0,4.85,52.2,4.9,1.66,0.64,3.06,2.36,45.54,68.7,19.1,7.242809473308758,-0.6664454066355097,2.062629363952218,0.5858714204255144,1.8800250497016344,2.0212876335796803,-0.4986798227219544,-2.9914538376340305,-2.809124925577973,-1.2953833559855004,0.7534540613043377,1.4379200160342724,-1.0474466217514555,-0.5551572590741006,-1.365138842101122,0.9846975564774927,-1.0302261408210913,1.4237142861006833
Mikel Rico,ESP,MF,Huesca,La Liga,0.08,0.0,0.04,0.16,0,0.06,-0.05,0.82,37.08,2.63,78.1,14.49,6.79,0.1,2.14,0.53,0.25,1.32,0.33,0.12,0.41,0.0,7.98,1.36,1.07,67.5,14.9,17.6,7.8,83.8,5.1,1.0,0.6,2.1,2.8,4.1,0.04,0.04,0.12,0.04,0.29,0.0,0.0,0.0,0.0,0.0,1.03,0.58,0.33,0.12,1.77,0.37,15.47,3.87,4.86,3.13,1.28,0.12,0.0,0.82,0.86,17.4,53.2,23.2,91.5,1.85,64.4,4.62,48.8,2.88,0.91,0.08,1.11,1.52,37.82,82.7,10.9,0.49654878144653536,-1.8006196654427788,-0.10071535770335277,0.7249813994651283,0.6688107133796712,-0.5553998945344866,-1.3147748699181712,-0.2523508576909877,1.822091650762475,-1.4444534179586404,0.4084126668294384,-1.235046373057539,-0.8740303776840592,0.1285128716168069,0.16819710139090055,0.9631027126509588,0.06374298574862418,0.03039203078391748
Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,0.2,0.0,0.1,0.0,0,0.05,0.06,0.4,31.09,2.08,84.9,14.01,3.76,-0.05,2.28,0.4,0.0,0.54,0.35,0.0,0.1,0.0,4.75,0.35,0.25,76.1,11.9,11.9,79.9,13.1,4.9,0.5,0.3,1.3,2.9,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.74,0.74,0.15,1.83,0.64,14.7,4.21,5.64,1.73,2.28,0.35,0.0,1.19,1.44,9.4,55.4,18.7,93.2,1.09,54.5,5.0,48.1,2.03,0.64,0.2,0.79,0.54,27.23,86.7,6.3,-2.48026792101189,-2.4378504249446618,-0.27284326013524407,1.6899108446845907,-1.4096985727205156,-0.606713475248079,2.5695611860782583,-0.8788816022371889,1.5967101034323639,1.4322528547475237,0.3987029598406403,-0.6494821427448473,-0.6559311458579801,-0.19616532067548695,-0.6081842987869427,1.105856472921028,-0.3553346781556211,0.7379203113344659
Emiliano Rigoni,ARG,"MF,FW",Elche,La Liga,0.39,0.0,0.08,0.08,0,0.15,-0.13,1.34,32.13,1.42,74.3,14.57,6.38,-0.07,1.02,0.47,0.24,5.04,1.26,2.76,0.79,0.0,6.77,1.81,2.05,66.2,12.3,21.6,61.3,32.4,2.7,0.0,0.2,2.2,3.4,2.2,0.0,0.16,0.0,0.08,0.16,0.0,0.0,0.08,0.0,0.0,1.1,0.39,0.55,0.16,1.34,0.31,11.81,2.6,2.99,3.7,1.18,0.08,0.0,0.39,0.79,9.9,45.9,38.4,81.9,2.99,47.4,5.77,56.6,4.33,1.5,0.55,2.2,1.42,37.4,76.8,14.5,2.0471729035315014,-0.553561718924869,1.3899268286114577,-1.5043689799913023,0.2720200335393307,0.278144584477126,0.8599439179964086,-2.9299655022793414,0.9089188476142251,0.08347166120241113,0.3807546945499328,1.3368209765603547,0.8264894685252623,2.4420359273895422,-0.9588591039370341,-0.08020967945990155,-0.034681859411422294,1.278132497580291
Tomás Rincón,VEN,MF,Torino,Serie A,0.32,0.03,0.03,0.03,0,0.06,-0.02,0.73,43.51,3.1,84.1,19.87,7.12,-0.03,3.73,0.51,0.13,2.12,1.58,0.03,0.32,0.06,6.87,1.87,0.54,72.1,9.6,18.3,11.5,80.6,4.1,0.6,0.4,0.9,1.7,1.5,0.03,0.06,0.03,0.13,0.06,0.0,0.0,0.03,0.0,0.0,2.47,1.04,1.08,0.35,2.22,0.85,16.08,5.47,5.38,2.63,1.17,0.22,0.0,0.95,1.71,10.4,55.3,18.6,90.4,1.33,71.4,4.26,49.0,2.56,1.2,0.13,0.79,1.01,39.46,88.4,3.6,-2.422657988414072,0.386221518583739,-1.5000940508914233,2.7937547909595954,0.7612677191055187,-0.30012916324978817,-0.5928629435142397,-0.5188152187029343,-0.017368767793291575,0.41667930257387775,0.27907256469906677,0.8948601352087465,-0.18047106894270698,0.7285328517756074,-0.8632750547005327,-0.3084904719738366,-0.9240558033895027,0.5736319512709982
Luis Rioja,ESP,"MF,DF",Alavés,La Liga,0.17,0.0,0.17,0.09,0,0.14,0.02,1.08,28.06,1.72,67.0,12.07,3.88,-0.06,1.34,0.73,0.47,2.93,0.3,0.65,1.94,0.04,5.65,0.82,2.67,61.0,17.5,21.5,77.0,9.1,4.8,0.2,0.2,2.5,4.0,7.5,0.22,0.09,0.13,0.09,0.43,0.04,0.09,0.0,0.04,0.09,1.08,0.65,0.34,0.09,2.07,0.39,13.75,3.32,3.66,3.79,1.21,0.04,0.0,1.34,1.68,15.1,41.7,40.7,85.6,3.1,59.7,6.05,67.0,5.43,1.72,1.16,1.59,1.68,33.71,71.5,17.5,4.33424071803403,-0.31583414629403006,2.979590075084041,-0.932105972648653,-1.6020255526702596,2.3430190372624327,2.127199923082156,-1.2480679463808257,-0.3460452925268963,-0.6360382605271374,-2.0052934009665075,1.5890249505988112,-3.1645408566888102,0.44051176085069405,0.4249852525360041,0.63543841378096,-0.42615571829270876,1.0581554105488664
Renaud Ripart,FRA,"MF,FW",Nîmes,Ligue 1,0.09,0.0,0.32,0.0,7,0.03,0.05,1.77,35.28,2.68,68.6,14.66,5.28,-0.04,1.98,0.62,0.21,3.13,0.68,0.03,2.18,0.06,7.2,0.94,1.3,62.2,19.5,18.3,19.1,64.5,4.3,0.7,0.3,2.4,3.8,7.1,0.24,0.15,0.09,0.03,0.09,0.0,0.0,0.06,0.0,0.0,1.45,0.68,0.53,0.24,2.48,0.5,21.56,5.84,5.63,4.99,2.24,0.35,0.0,1.12,1.65,16.3,47.4,33.1,88.6,2.51,47.1,4.58,51.4,3.1,0.88,0.27,1.89,1.65,41.92,74.1,14.2,2.5526116460584896,-1.3324072602610744,1.3614819764243395,2.2279979238456664,0.3874476864843107,-0.08718665235649524,-0.029115861763351184,0.5430538693915281,-1.3529850337545806,2.9609827501776516,-0.5511993667625978,-1.7382855972730606,1.214725560302351,0.8661078191010024,-0.053156870379800256,1.3383488740195149,0.23239551234843317,0.35381689413465384
Mihailo Ristić,SRB,DF,Montpellier,Ligue 1,0.16,0.0,0.0,0.08,0,0.06,-0.03,0.81,51.01,3.87,77.7,17.86,11.69,0.02,3.06,1.49,0.85,9.96,0.81,0.0,9.15,0.12,5.65,2.14,2.58,53.1,19.2,27.7,66.5,10.9,3.1,0.2,0.6,1.4,1.7,3.4,0.08,0.12,0.08,0.04,0.28,0.0,0.0,0.04,0.0,0.0,2.42,1.41,0.56,0.44,2.18,1.21,11.73,3.67,5.04,2.14,2.06,0.36,0.0,1.17,2.58,3.6,45.0,26.8,79.3,1.61,47.5,6.01,53.1,4.64,1.81,0.12,1.01,1.21,39.96,90.2,5.3,-1.051173308178494,3.181670711867004,4.727127168416929,-0.7642292651556855,-0.6137929186866711,-0.6685952597396054,1.2994778352886815,0.38427663459117417,-0.6000220615272965,-0.5316179663285542,-0.18800536066382836,-0.13825945307740314,0.8679530493395008,0.6654111790593609,-0.5406531615699688,0.4404675577251581,-0.5384089979555825,-0.17157808266611654
Matt Ritchie,SCO,"DF,MF",Newcastle Utd,Premier League,0.13,0.0,0.0,0.13,0,0.1,-0.03,0.73,40.47,2.47,67.7,14.0,11.87,0.03,1.8,1.2,0.87,8.93,2.13,2.47,4.33,0.0,6.33,2.33,3.93,47.6,18.9,33.4,68.4,14.2,4.6,0.5,0.5,3.0,2.3,4.3,0.0,0.07,0.13,0.13,0.27,0.07,0.0,0.0,0.07,0.07,1.13,0.47,0.33,0.33,1.4,0.33,10.13,2.13,4.73,1.87,2.07,0.13,0.0,1.53,2.87,4.8,37.4,34.2,78.4,0.53,75.0,5.5,55.9,3.4,1.67,0.07,0.53,0.6,29.53,88.3,3.6,0.3459537317436774,1.3405034867268164,5.8366469038087905,-3.0105128125562772,2.546015157256272,1.0674484162448545,1.2497745787656125,-0.4440324278927375,0.7396789100662208,-1.1042890037981987,-1.8743544978055746,3.3353964083368832,-2.1145486774149442,0.6891548388353081,0.5429794204702472,0.9185507434464288,-0.18691979764820316,-0.9026241659320536
Rober,ESP,"DF,MF",Levante,La Liga,0.19,0.06,0.0,0.06,0,0.05,-0.01,0.38,53.99,3.67,85.1,15.44,13.61,0.02,3.42,0.06,0.0,2.03,1.77,0.0,0.25,0.06,10.0,3.16,0.06,69.1,10.4,20.5,16.2,77.8,4.0,0.2,0.2,1.9,1.3,1.6,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.46,0.95,0.38,0.13,1.27,0.51,11.9,3.86,6.39,1.46,1.96,1.01,0.0,2.47,5.44,20.9,47.1,3.9,91.0,0.38,100.0,5.98,59.3,3.16,0.57,0.06,0.38,0.32,43.16,97.8,0.4,-5.609600047666841,-0.7220182675488469,-1.3420513636095406,-1.2437687327690514,1.008062406363412,1.1955859029187406,-0.47628373956782377,-0.3370869932926781,-0.9719337226288927,-0.9020136765116824,0.567549706920938,-0.4635393707174776,-0.24662322381606536,-0.23862304782450686,-0.18662937340349528,-1.0298258510320724,-0.27989687064592317,-0.7494306359115709
Sergi Roberto,ESP,"DF,MF",Barcelona,La Liga,0.1,0.0,0.1,0.19,0,0.19,0.05,0.48,84.48,4.19,90.2,44.48,5.33,0.0,5.05,1.71,0.19,7.52,0.67,0.0,6.86,0.1,7.33,0.19,0.67,78.8,13.2,8.0,14.2,74.6,2.6,0.0,0.3,0.5,1.1,2.8,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,1.14,0.48,0.38,0.29,1.33,0.67,8.29,2.1,2.76,2.38,2.38,0.67,0.0,0.76,1.24,7.7,45.4,32.7,86.7,0.86,88.9,4.2,53.4,6.76,2.19,0.38,0.57,0.38,75.24,92.8,6.0,-1.4612472013334552,3.3377581814523105,-2.2175842767683767,-2.314882099219441,-2.4584524574148876,-4.395088800342401,-1.0393499107397275,2.026282392546808,0.4857645058502883,-0.7794328722575409,-1.4994899176834255,0.4461452117409023,-0.4872080560481334,-1.3321851187910934,-0.41879609322888284,0.21984048586598826,-0.7192762411968472,-0.6079530546709402
Tyler Roberts,WAL,"MF,FW",Leeds United,Premier League,0.2,0.0,0.07,0.13,0,0.12,-0.07,1.75,31.34,2.89,72.2,15.3,3.69,0.01,1.68,1.48,0.07,0.4,0.13,0.0,0.0,0.27,5.5,0.6,0.6,68.5,16.7,14.8,6.9,84.8,3.6,0.9,0.6,3.2,6.0,4.1,0.2,0.07,0.27,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.21,0.27,0.67,0.27,1.41,0.27,17.52,4.3,2.82,5.7,1.34,0.2,0.0,0.6,0.94,18.0,50.0,38.8,92.2,1.81,63.0,5.76,51.4,4.5,2.28,0.34,1.61,1.28,42.89,72.1,22.3,3.643798065849471,-1.3371260316599436,-0.40921571635368625,1.1774157121298554,-0.08459920531227665,0.1947366019513703,-1.4025319186215306,-1.8338338719536473,0.29461861840700393,-1.2745642538198292,0.16624428774409486,-1.3069788394442474,-0.38180363528076056,-1.0776655100032337,-0.7167871656503431,1.5606176680219837,-0.7141126962670794,0.13623331566947403
Andrew Robertson,SCO,DF,Liverpool,Premier League,0.05,0.0,0.03,0.19,0,0.18,-0.01,0.51,85.45,7.05,79.9,33.54,13.86,0.0,4.71,1.76,0.69,13.64,1.81,3.14,8.7,0.08,6.2,3.06,3.91,64.4,17.8,17.8,81.2,4.8,3.0,0.1,0.2,1.4,1.9,3.1,0.11,0.03,0.0,0.05,0.4,0.05,0.05,0.03,0.0,0.0,1.41,0.8,0.43,0.19,1.7,0.82,9.39,3.19,3.11,2.9,1.65,0.27,0.03,0.9,2.42,8.0,43.3,35.0,80.6,1.41,54.7,4.6,59.9,6.36,2.55,0.32,1.04,0.53,68.96,91.9,6.9,-0.223317633578823,6.3806716497364615,2.3132166497387163,-4.7331233714047425,0.5116646379942962,-2.7351459369364695,1.3863175270361507,0.6256636582834046,0.4898670433864039,-0.37739519260691945,-0.9804410903333963,0.7075920127829993,1.0745070074072705,-0.5926051749289618,0.42668874791479533,-1.0311225074832748,0.7695824008352714,0.7401034396345437
