Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,CrdY/90,CrdR/90,G/90,A/90,(G+A)/90,PKatt,PK,(G-PK)/90,(G+A-PK)/90,xG/90,xA/90,(xG+xA)/90,npxG/90,(npxG+xA)/90,(G-xG)/90,(np:G-xG)/90,Sh/90,SoT/90,PassAtt/90,Prog/90,Cmp%,ShortAtt/90,MedAtt/90,LongAtt/90,(A-xA)/90,KP/90,(1/3)/90,PPA/90,CrsPA/90,LiveAtt/90,DeadAtt/90,(PassAtt:FK)/90,(PassAtt:CK)/90,(PassAtt:TI)/90,TB/90,UndPress/90,Sw/90,Crs/90,GroundAtt%,LowAtt%,HighAtt%,LeftAtt%,RightAtt%,HeadAtt%,OtherAtt%,Off%,Out%,OppInt%,OppBlk%,SCA/90,(SCA:Live)/90,(SCA:Dead)/90,(SCA:Drib)/90,(SCA:Sh)/90,(SCA:Fld)/90,(SCA:Def)/90,GCA/90,(GCA:Live)/90,(GCA:Dead)/90,(GCA:Drib)/90,(GCA:Sh)/90,(GCA:Fld)/90,(GCA:Def)/90,Tkl/90,TklW/90,(Tkl:Def)/90,(Tkl:Mid)/90,(Tkl:Att)/90,DriTkl/90,DriTklW/90,Press/90,SuccPress/90,(Press:Def)/90,(Press:Mid)/90,(Press:Att)/90,Blk/90,Blk:Sh/90,Blk:ShoT/90,Int/90,(Tkl+Int)/90,Clr/90,Tch/90,TchDef:Pen%,Tch:Def%,Tch:Mid%,Tch:Att%,TchAtt:Pen%,Tch:Live%,Dri/90,DriW%,Carries/90,CarrAvgDist,PCarrDist%,PCarries/90,(1/3 Carr)/90,CPA/90,Mis/90,Dis/90,Targ/90,Rec%,Rec:Prog%
Timo Horn,GER,GK,Köln,Bundesliga,27,34,34,3009,33.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.52,0.0,73.5,4.16,12.66,22.69,0.0,0.03,0.78,0.03,0.0,30.39,9.31,2.87,0.0,0.0,0.0,2.43,0.9,0.0,50.2,4.2,45.6,68.1,17.3,0.0,8.8,0.4,2.0,0.8,0.2,0.12,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.18,0.03,0.15,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.06,42.31,0.0,99.2,0.7,0.1,0.0,78.1,0.09,100.0,20.57,4.05,59.5,0.0,0.0,0.0,0.0,0.0,22.78,99.5,0.0
Fraser Hornby,SCO,FW,Reims,Ligue 1,20,3,0,35,0.4,2.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,-0.25,-0.25,5.14,2.57,22.5,0.0,44.4,10.0,7.5,5.0,0.0,0.0,2.5,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,33.3,33.3,33.3,22.2,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.5,12.5,0.0,0.0,0.0,2.5,2.5,0.0,32.5,28.6,7.7,38.5,53.8,28.6,100.0,0.0,,7.5,5.0,6.7,0.0,0.0,0.0,2.5,0.0,52.5,52.4,36.4
Conor Hourihane,IRL,MF,Aston Villa,Premier League,29,4,3,225,2.5,0.0,0.0,0.4,0.4,0.8,0,0,0.4,0.8,0.2,0.32,0.52,0.2,0.52,0.2,0.2,2.0,0.8,58.0,3.6,74.8,14.0,25.6,18.4,0.08,1.6,7.2,0.8,0.4,47.6,14.4,6.8,6.0,0.8,0.0,4.4,2.8,4.8,65.8,12.9,21.3,92.9,3.2,1.3,0.0,1.3,0.6,0.6,1.9,3.2,1.6,1.6,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,6.8,2.4,1.6,2.4,2.8,1.2,0.0,0.0,0.0,0.0,0.8,68.4,5.9,11.7,38.6,49.7,5.9,77.8,0.0,,34.4,2.34,40.8,1.6,0.0,0.0,0.4,0.0,50.8,88.2,8.0
Lukáš Hrádecký,FIN,GK,Leverkusen,Bundesliga,30,29,29,2565,28.5,0.04,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.46,0.04,77.1,5.86,18.49,24.11,0.0,0.0,0.32,0.0,0.0,40.84,7.96,1.75,0.0,0.04,0.0,4.81,0.95,0.0,58.5,5.2,36.2,19.6,66.1,0.2,12.9,0.4,1.7,0.7,0.2,0.14,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.18,0.04,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.14,51.19,,98.9,1.1,0.0,,84.1,0.0,,31.61,4.76,53.0,0.0,0.0,0.0,0.04,0.0,32.04,99.9,0.0
Ajdin Hrustic,AUS,"MF,FW",Eint Frankfurt,Bundesliga,24,11,1,272,3.0,0.67,0.0,0.33,0.0,0.33,0,0,0.33,0.33,0.1,0.14,0.24,0.1,0.24,0.23,0.23,2.32,1.32,78.0,8.33,81.6,27.0,29.67,21.33,-0.13,2.0,8.33,3.33,0.67,71.0,10.33,2.67,6.67,1.0,0.0,10.33,5.67,3.0,76.6,7.0,16.4,86.9,9.4,0.8,0.8,0.4,1.2,2.0,2.0,3.97,2.67,0.67,0.33,0.33,0.0,0.0,0.99,0.67,0.0,0.0,0.33,0.0,0.0,1.67,1.67,1.0,0.33,0.33,2.0,0.67,17.33,4.33,4.67,7.67,5.0,1.33,0.0,0.0,1.0,2.67,1.0,104.33,7.8,12.1,50.8,37.1,7.8,82.4,2.33,100.0,68.33,4.93,57.6,7.67,3.33,0.0,3.0,3.33,78.0,87.6,6.8
Florian Hübner,GER,DF,Union Berlin,Bundesliga,29,6,6,525,5.8,0.52,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,-0.02,-0.02,0.51,0.17,39.83,2.24,74.4,13.62,19.31,6.9,0.0,0.0,2.24,0.34,0.17,38.62,2.41,1.21,0.0,1.21,0.0,6.55,0.17,0.17,63.0,13.0,23.9,23.1,58.8,9.2,0.0,0.4,7.1,1.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.69,1.03,0.34,0.0,2.41,0.86,12.76,3.62,7.07,5.34,0.34,2.07,0.52,0.0,1.9,3.28,5.69,55.17,22.7,53.8,39.4,6.9,22.7,94.1,0.0,,27.41,3.91,54.6,1.9,0.34,0.0,0.17,0.17,29.83,96.5,0.6
Callum Hudson-Odoi,ENG,"FW,DF",Chelsea,Premier League,19,23,10,1059,11.8,0.0,0.0,0.17,0.25,0.42,0,0,0.17,0.42,0.12,0.26,0.38,0.12,0.38,0.05,0.05,1.95,0.51,53.98,4.66,82.2,29.07,17.12,7.8,-0.01,2.63,2.03,3.22,0.93,53.14,2.71,0.25,0.51,1.95,0.08,6.69,2.46,3.9,76.3,9.9,13.8,10.8,84.1,0.9,0.3,0.3,2.6,1.8,3.6,4.84,4.58,0.0,0.17,0.0,0.08,0.0,0.68,0.59,0.0,0.08,0.0,0.0,0.0,2.03,1.02,0.93,0.59,0.51,1.53,0.59,13.56,4.58,3.14,6.02,4.41,1.53,0.08,0.0,0.85,2.88,0.68,71.36,14.6,10.8,31.6,57.6,14.6,89.0,2.37,53.6,50.25,6.63,65.9,13.64,2.8,2.88,1.1,1.27,63.9,81.3,16.5
Niall Huggins,WAL,DF,Leeds United,Premier League,19,1,0,38,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,73.9,35.0,15.0,7.5,0.0,0.0,2.5,0.0,0.0,50.0,7.5,0.0,0.0,7.5,0.0,7.5,5.0,2.5,60.9,26.1,13.0,13.0,65.2,8.7,0.0,0.0,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,22.5,2.5,10.0,7.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.7,33.3,41.7,25.0,16.7,83.3,0.0,,37.5,4.93,40.5,7.5,2.5,2.5,0.0,0.0,32.5,100.0,7.7
Mats Hummels,GER,DF,Dortmund,Bundesliga,31,33,32,2813,31.3,0.19,0.0,0.16,0.0,0.16,0,0,0.16,0.16,0.11,0.03,0.14,0.11,0.14,0.05,0.05,0.93,0.48,81.82,4.35,88.8,14.5,43.07,24.25,-0.03,0.32,4.47,0.29,0.0,80.29,2.17,1.92,0.0,0.22,0.16,8.5,4.38,0.06,76.1,9.4,14.5,32.0,60.9,3.8,0.3,0.2,2.0,0.8,0.7,0.86,0.77,0.0,0.0,0.06,0.03,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,2.08,1.28,1.31,0.61,0.16,1.53,0.7,8.53,3.23,4.73,3.45,0.35,1.28,0.73,0.03,2.17,4.25,5.88,102.2,43.8,44.3,52.7,3.0,43.8,90.5,0.32,80.0,63.35,6.02,55.3,4.86,0.64,0.0,0.22,0.29,68.63,97.4,0.5
Adrien Hunou,FRA,"FW,MF",Rennes,Ligue 1,26,20,5,589,6.5,0.15,0.0,0.61,0.0,0.61,0,0,0.61,0.61,0.65,0.09,0.74,0.65,0.74,-0.05,-0.05,3.06,1.53,26.92,1.08,76.4,16.62,8.77,1.54,-0.09,0.62,0.46,0.77,0.15,28.46,1.54,0.0,0.0,0.31,0.0,6.46,0.46,1.23,65.6,25.6,8.7,6.2,85.1,6.2,0.5,0.0,1.0,2.6,4.1,1.83,1.23,0.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.08,0.46,0.31,0.31,1.08,0.15,16.92,6.15,2.31,5.23,9.38,1.08,0.0,0.0,0.15,1.23,0.46,43.23,22.8,4.6,37.7,57.7,22.8,93.2,0.46,66.7,23.54,4.28,42.0,2.46,0.77,0.46,2.62,1.08,55.08,60.1,35.8
Klaas-Jan Huntelaar,NED,FW,Schalke 04,Bundesliga,36,9,7,588,6.5,0.31,0.0,0.31,0.15,0.46,1,0,0.31,0.46,0.52,0.07,0.59,0.38,0.45,-0.22,-0.08,1.84,0.77,18.92,1.23,76.3,10.31,7.69,0.92,0.08,0.62,0.77,0.77,0.15,18.62,2.15,0.0,0.0,0.46,0.15,6.31,0.15,0.15,54.8,33.3,11.9,15.6,60.0,9.6,3.0,0.0,1.5,2.2,3.0,1.99,1.54,0.0,0.0,0.31,0.15,0.0,0.46,0.31,0.0,0.0,0.15,0.0,0.0,0.46,0.31,0.0,0.31,0.15,0.62,0.0,16.0,4.0,2.15,6.31,7.54,0.31,0.15,0.0,0.46,0.92,0.77,29.85,34.5,8.8,62.9,28.4,34.5,88.7,0.77,60.0,14.62,4.33,39.4,1.69,0.31,0.31,1.85,0.77,41.54,50.7,22.6
Elseid Hysaj,ALB,DF,Napoli,Serie A,26,24,20,1768,19.6,0.1,0.0,0.0,0.1,0.1,0,0,0.0,0.1,0.01,0.08,0.09,0.01,0.09,-0.01,-0.01,0.41,0.0,60.15,4.29,84.9,30.26,21.28,8.62,0.02,0.71,3.62,0.56,0.0,53.83,8.98,1.58,0.05,7.35,0.2,7.04,0.87,0.46,69.0,16.2,14.9,27.9,57.0,2.8,0.0,0.3,1.1,2.6,1.8,1.53,1.43,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.53,0.92,1.02,0.46,0.05,1.84,0.71,11.94,3.42,5.46,4.59,1.89,1.79,0.2,0.0,1.79,3.32,2.6,77.5,6.1,30.3,52.3,17.4,6.1,82.4,1.38,63.0,45.82,5.34,58.5,5.1,1.79,0.26,0.71,0.56,49.59,94.9,1.8
Pierre Højbjerg,DEN,MF,Tottenham,Premier League,24,38,38,3420,38.0,0.24,0.0,0.05,0.11,0.16,0,0,0.05,0.16,0.03,0.05,0.08,0.03,0.08,0.02,0.02,0.37,0.18,69.53,5.08,88.9,27.74,31.26,10.53,0.06,0.45,6.18,0.53,0.11,68.03,2.68,2.45,0.0,0.24,0.08,6.42,1.79,0.29,80.1,8.9,11.0,13.1,81.5,3.6,0.3,0.2,1.3,1.6,0.4,1.37,1.11,0.08,0.03,0.05,0.03,0.08,0.21,0.18,0.03,0.0,0.0,0.0,0.0,3.13,2.16,1.5,1.26,0.37,3.66,1.61,21.24,6.11,8.5,10.42,2.32,1.55,0.26,0.0,1.29,4.42,2.16,84.26,7.0,24.6,64.2,11.1,7.0,92.6,1.0,65.8,54.24,4.45,47.3,3.87,0.68,0.13,0.74,0.79,60.11,95.8,1.5
Simone Iacoponi,ITA,DF,Parma,Serie A,33,16,13,1193,13.3,0.23,0.08,0.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,-0.01,-0.01,0.3,0.15,53.16,3.68,86.4,15.19,25.19,12.78,0.0,0.0,3.16,0.08,0.0,48.5,6.09,2.33,0.0,3.61,0.0,3.31,2.63,0.53,67.9,11.7,20.4,8.8,82.1,2.1,0.0,0.1,1.0,1.2,2.5,0.3,0.23,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.73,1.2,1.05,0.6,0.08,1.5,0.53,11.05,3.08,6.39,3.68,0.98,1.8,0.23,0.0,0.53,2.26,3.61,67.67,6.2,44.8,46.2,9.0,6.2,85.0,0.38,60.0,38.42,5.84,59.2,3.31,0.6,0.0,0.45,0.0,43.01,95.8,1.3
Iago,BRA,DF,Augsburg,Bundesliga,23,18,18,1560,17.3,0.12,0.0,0.06,0.06,0.12,0,0,0.06,0.12,0.05,0.06,0.12,0.05,0.12,0.01,0.01,0.52,0.12,45.84,2.37,73.8,16.71,20.0,9.13,-0.01,0.81,1.1,1.04,0.58,39.13,8.27,1.04,0.0,7.23,0.0,6.36,0.98,2.25,53.7,22.4,23.9,63.3,14.1,5.4,0.0,0.5,1.8,3.2,4.3,1.73,1.39,0.06,0.06,0.12,0.0,0.12,0.17,0.12,0.0,0.0,0.06,0.0,0.0,2.08,1.16,0.98,0.75,0.35,1.5,0.58,12.89,4.68,5.66,5.32,1.91,2.6,0.35,0.0,1.1,3.18,3.24,63.12,7.0,38.5,39.4,22.2,7.0,81.1,1.1,47.4,32.83,6.38,50.8,3.29,1.45,0.29,0.81,1.16,36.71,87.7,7.4
Roger Ibanez,BRA,DF,Roma,Serie A,21,30,28,2398,26.6,0.26,0.04,0.0,0.08,0.08,0,0,0.0,0.08,0.03,0.02,0.05,0.03,0.05,-0.03,-0.03,0.6,0.15,61.54,3.38,87.5,20.3,29.74,11.5,0.05,0.3,4.55,0.15,0.0,60.04,2.71,2.33,0.0,0.26,0.11,4.74,1.99,0.11,77.8,10.2,11.9,17.4,75.9,4.0,0.4,0.1,1.1,1.7,1.6,1.05,0.71,0.04,0.04,0.08,0.0,0.19,0.23,0.19,0.0,0.0,0.0,0.0,0.04,2.52,1.88,1.47,0.86,0.19,1.39,0.75,13.38,4.89,7.14,5.04,1.2,2.33,0.79,0.04,2.26,4.77,4.4,80.75,26.6,42.1,53.5,4.4,26.6,89.8,1.32,57.1,50.41,6.33,53.3,4.77,0.9,0.04,0.38,0.49,50.71,98.1,0.3
Vedad Ibišević,BIH,FW,Schalke 04,Bundesliga,35,4,1,156,1.7,0.59,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.31,0.02,0.34,0.31,0.34,-0.29,-0.29,1.15,0.0,18.24,1.18,71.4,11.18,5.29,1.76,0.0,1.18,1.18,0.0,0.0,19.41,1.18,0.0,0.0,0.0,0.0,5.88,0.0,0.0,48.6,25.7,25.7,0.0,68.6,8.6,5.7,0.0,0.0,2.9,2.9,2.88,2.35,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41,2.94,0.0,6.47,2.94,1.76,0.59,0.0,0.0,0.0,0.59,28.82,35.3,4.1,61.2,34.7,35.3,91.8,0.0,,14.71,2.4,18.3,0.0,0.0,0.0,2.94,1.18,44.71,51.3,43.6
Vicente Iborra,ESP,MF,Villarreal,La Liga,32,13,10,928,10.3,0.39,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,-0.02,-0.02,0.29,0.0,57.09,2.72,90.2,20.58,26.99,9.51,-0.02,0.19,3.79,0.58,0.0,56.99,1.65,1.65,0.0,0.0,0.0,5.73,0.97,0.1,82.1,7.1,10.8,17.2,77.0,3.0,0.5,0.5,1.0,1.0,1.7,0.97,0.87,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.75,1.26,0.87,0.68,0.19,1.84,0.49,12.23,3.79,4.85,5.92,1.46,1.84,0.78,0.0,0.49,2.23,2.72,69.03,7.9,29.1,62.0,8.9,7.9,94.7,0.58,83.3,46.41,3.61,46.1,2.91,0.49,0.0,0.49,0.39,50.87,95.8,1.8
Didier Ibrahim Ndong,GAB,MF,Dijon,Ligue 1,26,29,29,2610,29.0,0.24,0.0,0.0,0.03,0.03,0,0,0.0,0.03,0.01,0.04,0.04,0.01,0.04,-0.01,-0.01,0.21,0.03,51.07,4.07,86.6,17.83,23.17,10.07,0.0,0.31,4.0,0.24,0.03,51.31,1.14,1.03,0.0,0.1,0.07,6.21,1.86,0.55,78.9,9.5,11.6,12.1,82.8,3.0,0.1,0.2,2.0,1.5,1.4,0.93,0.9,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,2.28,1.34,1.03,1.14,0.1,2.17,0.72,15.1,5.21,5.79,7.86,1.45,1.59,0.28,0.0,1.55,3.83,1.1,66.24,5.5,25.9,64.7,9.5,5.5,90.7,1.1,65.6,40.69,5.97,45.3,3.66,0.83,0.07,0.83,1.07,47.93,91.1,2.4
Zlatan Ibrahimović,SWE,FW,Milan,Serie A,38,19,18,1493,16.6,0.12,0.06,0.9,0.12,1.02,6,3,0.72,0.84,0.98,0.09,1.07,0.73,0.82,-0.08,-0.01,4.58,2.05,30.3,3.55,70.7,16.33,11.33,2.65,0.03,0.9,1.99,1.39,0.12,30.9,2.65,0.24,0.18,0.18,0.12,9.4,0.6,0.72,63.7,23.0,13.3,10.1,72.2,5.2,1.8,0.7,1.1,2.7,5.2,3.74,2.11,0.0,0.3,0.84,0.42,0.06,0.66,0.24,0.0,0.06,0.3,0.06,0.0,0.42,0.3,0.0,0.24,0.18,0.6,0.12,7.23,2.17,0.24,3.25,3.73,0.36,0.18,0.0,0.42,0.84,1.63,48.07,34.6,4.6,41.7,53.6,34.6,88.6,1.39,65.2,26.02,4.24,60.2,3.92,1.81,0.54,1.87,1.14,56.27,63.1,24.1
Mauro Icardi,ARG,FW,Paris S-G,Ligue 1,27,20,11,1079,12.0,0.08,0.0,0.58,0.25,0.83,1,1,0.5,0.75,0.8,0.26,1.06,0.73,0.99,-0.22,-0.23,3.17,1.08,13.33,0.83,81.8,8.5,4.17,0.67,-0.01,1.17,0.75,0.25,0.0,12.83,1.83,0.0,0.08,0.08,0.25,2.67,0.08,0.17,70.5,17.0,12.5,15.9,72.7,5.7,2.3,0.0,1.1,2.8,2.8,1.92,1.25,0.0,0.08,0.25,0.33,0.0,0.5,0.25,0.0,0.0,0.08,0.17,0.0,0.5,0.25,0.08,0.25,0.17,0.92,0.25,13.67,3.67,0.25,4.42,9.0,0.42,0.25,0.0,0.33,0.83,0.42,23.33,51.8,6.8,42.9,50.4,51.8,88.6,0.33,100.0,12.25,3.91,38.4,0.67,0.17,0.0,1.67,0.58,29.92,52.4,38.3
Oussama Idrissi,MAR,"FW,MF",Sevilla,La Liga,24,3,0,27,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.96,0.0,0.96,0.96,0.96,-1.0,-1.0,3.33,3.33,30.0,0.0,80.0,13.33,6.67,10.0,0.0,0.0,0.0,3.33,3.33,33.33,0.0,0.0,0.0,0.0,0.0,6.67,10.0,10.0,50.0,20.0,30.0,40.0,50.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,3.33,0.0,3.33,3.33,3.33,0.0,23.33,10.0,6.67,10.0,6.67,3.33,0.0,0.0,3.33,10.0,0.0,63.33,23.1,15.8,15.8,68.4,23.1,100.0,3.33,0.0,43.33,6.08,86.1,13.33,0.0,3.33,3.33,6.67,50.0,73.3,36.4
Blendi Idrizi,KVX,MF,Schalke 04,Bundesliga,22,3,3,238,2.6,0.38,0.0,0.38,0.0,0.38,0,0,0.38,0.38,0.17,0.07,0.25,0.17,0.25,0.19,0.19,1.51,0.38,24.62,2.31,76.5,16.92,4.62,3.08,-0.08,0.38,2.31,0.77,0.0,25.38,0.77,0.0,0.0,0.38,0.0,5.77,0.38,0.38,61.8,23.5,14.7,16.2,76.5,4.4,0.0,0.0,1.5,8.8,2.9,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,1.92,0.38,2.31,0.77,0.0,0.0,21.92,9.23,10.0,8.46,3.46,3.08,1.15,0.0,3.85,7.31,0.38,42.31,8.3,36.4,41.8,21.8,8.3,94.5,0.38,0.0,26.92,6.06,57.1,4.23,0.38,0.77,1.15,3.46,30.38,65.8,9.6
Odion Ighalo,NGA,FW,Manchester Utd,Premier League,31,1,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,20.0,80.0,50.0,100.0,0.0,,50.0,0.2,0.0,0.0,0.0,0.0,10.0,30.0,100.0,50.0,60.0
Iglesias,ESP,"DF,MF",Getafe,La Liga,22,10,7,605,6.7,0.3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.02,0.05,0.06,0.02,0.06,-0.01,-0.01,0.6,0.15,28.96,1.19,57.8,9.1,9.4,10.45,-0.04,0.75,1.64,0.9,0.75,23.43,7.31,0.45,0.0,6.72,0.0,4.93,1.04,2.39,37.9,13.6,48.5,4.4,65.0,5.8,0.5,0.0,2.9,2.4,3.4,1.49,0.6,0.3,0.3,0.0,0.15,0.15,0.3,0.15,0.0,0.0,0.0,0.0,0.15,4.18,2.39,1.94,1.49,0.75,1.94,0.9,23.58,6.12,7.76,10.75,5.07,2.24,0.3,0.0,1.79,5.97,4.78,49.1,4.1,27.7,42.6,29.8,4.1,81.5,1.34,44.4,20.75,5.32,53.1,3.28,1.19,0.15,0.45,1.04,22.84,77.1,10.2
Borja Iglesias,ESP,FW,Betis,La Liga,27,28,15,1411,15.7,0.13,0.0,0.7,0.0,0.7,5,5,0.38,0.38,0.49,0.03,0.52,0.25,0.28,0.21,0.13,2.17,0.64,15.67,0.7,74.5,9.94,4.2,1.53,-0.03,0.32,0.38,0.19,0.06,15.67,1.59,0.0,0.06,0.0,0.06,4.39,0.32,0.38,64.9,21.0,14.0,17.3,66.4,7.7,0.7,0.4,1.1,4.8,3.3,1.53,0.96,0.06,0.0,0.19,0.25,0.06,0.38,0.13,0.0,0.0,0.06,0.19,0.0,0.06,0.0,0.0,0.0,0.06,0.38,0.0,14.52,3.31,1.08,6.88,6.56,0.7,0.19,0.0,0.32,0.38,0.83,28.66,40.0,6.2,48.2,45.6,40.0,89.8,1.4,36.4,16.11,3.33,44.1,1.46,0.57,0.32,2.68,1.34,41.66,47.1,29.2
Igor,BRA,DF,Fiorentina,Serie A,22,21,13,1168,13.0,0.38,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,-0.01,-0.01,0.08,0.08,60.85,4.77,89.4,17.69,32.38,10.77,-0.02,0.23,4.54,0.31,0.08,57.54,4.08,2.08,0.0,2.0,0.23,4.85,1.62,0.15,80.3,8.1,11.6,84.9,7.6,2.6,0.1,0.0,1.1,1.0,1.1,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.85,0.92,0.92,0.0,0.92,0.46,9.15,3.08,3.69,4.62,0.85,1.77,0.62,0.0,2.15,4.0,3.08,76.15,6.5,34.6,57.6,7.8,6.5,87.5,0.38,100.0,49.38,6.47,66.2,5.46,1.23,0.0,0.46,0.38,50.85,97.7,0.3
Kelechi Iheanacho,NGA,FW,Leicester City,Premier League,23,25,16,1459,16.2,0.06,0.0,0.74,0.12,0.86,1,0,0.74,0.86,0.48,0.18,0.66,0.43,0.62,0.26,0.31,3.58,1.54,28.89,1.79,79.8,17.47,8.4,3.02,-0.06,1.54,1.3,1.36,0.31,29.51,1.42,0.0,0.06,0.0,0.12,7.47,0.49,0.74,77.8,14.4,7.8,90.8,5.4,2.2,0.4,0.6,1.0,5.0,4.0,2.71,2.22,0.0,0.37,0.06,0.0,0.06,0.19,0.12,0.0,0.06,0.0,0.0,0.0,0.74,0.56,0.19,0.37,0.19,0.93,0.19,15.0,3.33,1.11,7.84,6.05,1.17,0.19,0.0,0.25,0.99,0.06,48.09,19.4,4.9,41.5,53.7,19.4,90.4,3.02,59.2,33.58,4.28,49.6,3.52,1.54,0.49,3.52,2.16,59.14,60.4,27.6
Jonathan Ikone,FRA,"MF,FW",Lille,Ligue 1,22,37,26,2177,24.2,0.0,0.0,0.17,0.21,0.37,1,1,0.12,0.33,0.18,0.1,0.28,0.14,0.25,-0.01,-0.02,1.78,0.45,30.37,3.1,80.2,15.45,11.36,3.55,0.1,0.87,2.02,1.16,0.08,30.58,1.36,0.58,0.0,0.5,0.25,6.86,0.54,0.45,79.8,11.8,8.4,82.8,9.7,2.6,1.4,0.4,1.3,3.9,3.2,2.52,1.57,0.04,0.45,0.21,0.12,0.12,0.5,0.25,0.0,0.08,0.12,0.04,0.0,0.87,0.58,0.21,0.33,0.33,0.95,0.21,14.63,3.76,1.74,6.69,6.2,0.74,0.0,0.0,0.45,1.32,0.29,47.36,12.6,9.4,48.3,42.2,12.6,87.9,3.02,58.9,33.72,5.52,59.8,5.7,1.94,0.87,1.9,2.64,46.78,71.6,20.6
